26,5
24,5
23,2
22,59
21,0
4,17
3,160
2,3099
1,289
27,18
166,2
163,12
164,1
165,1
255,16
204,0
341,16
25,98
14,2
15,73
12,986
13,25
313,1086
5,0
9,0
10,16
6,127
7,599
8,641
316,1383
11,1
371,2470
196,6
90,0
238,6
168,0
169,0
170,9
383,9
63,42
64,9
67,1
65,4
66,5
291,10
69,8
68,0
290,8
84,0
86,147
183,0
85,67
288,214
87,166
181,0
182,0
70,265
71,5
72,263
73,1
74,976
75,9
76,8
77,36
78,11
79,41
80,0
81,4
82,10
83,1
289,2010
180,0
50,23
48,45
49,35
297,103
56,2
59,120
57,0
58,93
295,213
62,1186
60,51
61,6
294,1243
51,134
52,67
53,3
54,7
55,1026
296,2695
394,4877
195,2
186,3
184,3
185,0
244,6
187,12
191,27
188,33
189,6
190,25
242,91
192,7
194,12
193,12
240,24
334,142
89,32
88,21
359,53
379,195
167,4
216,0
28,1
173,0
224,1
29,2
373,3
217,0
177,0
223,0
176,6
209,0
30,4
31,1
174,1
206,0
207,0
208,0
230,6
210,1
32,8
175,2
229,11
399,23
220,0
219,1
221,1
171,2
172,1
318,4
218,0
398,4
33,4
37,0
46,5
42,7
43,3
44,5
45,15
299,35
40,1
41,5
38,240
39,4
301,250
362,285
47,17
178,0
212,1
211,0
228,1
335,1
205,1
213,0
179,1
227,1
36,1
34,2
35,11
303,14
375,15
215,0
214,1
374,1
400,354
91,21
93,19
96,3
94,1
95,1
282,5
283,24
198,44
92,214
197,0
237,258
199,0
200,0
236,0
392,303
98,3
97,0
281,3
162,12
103,17
102,5
99,41
100,44
101,11
280,101
403,118
106,8
104,7
105,2
278,17
107,3
109,14
110,9
108,45
351,68
111,7
117,3
112,7
113,10
114,1
115,60
116,21
273,102
274,109
120,5
121,11
272,16
140,5
135,14
136,16
137,11
138,11
139,5
267,62
143,11
141,5
142,5
266,21
144,11
347,94
122,11
128,35
123,18
124,14
125,11
126,71
127,11
269,160
134,11
129,20
130,5
131,11
132,92
133,11
268,150
270,321
386,415
118,16
119,74
387,521
150,39
145,50
146,5
147,11
148,34
149,5
264,144
152,21
151,11
263,32
153,9
155,16
154,5
343,21
157,18
156,12
259,30
158,16
161,3
159,5
160,16
257,24
258,40
408,1124
202,0
203,1
201,1
234,2
410,1432
20,5
19,5
396,10
17,50
16,50
311,100
18,2
406,102
411,112
0,13227
