26,8
24,8
23,11
22,73
21,11
4,32
3,160
2,3099
1,289
27,28
166,8
163,20
164,7
165,7
255,42
204,13
341,55
25,98
14,21
15,76
12,986
13,28
313,1111
5,6
9,10
10,25
6,127
7,599
8,641
316,1402
11,7
371,2526
196,33
90,16
238,49
168,10
169,12
170,101
383,123
63,42
64,10
67,7
65,10
66,12
291,29
69,30
68,17
290,47
84,17
86,147
183,10
85,102
288,259
87,166
181,13
182,6
70,265
71,8
72,263
73,12
74,976
75,14
76,15
77,36
78,17
79,53
80,9
81,13
82,18
83,16
289,2176
180,9
50,24
48,45
49,35
297,104
56,23
59,121
57,12
58,93
295,226
62,1186
60,51
61,17
294,1254
51,134
52,80
53,30
54,17
55,1026
296,2790
394,5207
195,30
186,42
184,32
185,23
244,97
187,70
191,81
188,97
189,19
190,73
242,270
192,20
194,37
193,37
240,74
334,561
89,32
88,24
359,56
379,617
167,17
216,7
28,11
173,7
224,25
29,13
373,38
217,11
177,11
223,22
176,137
209,15
30,24
31,14
174,11
206,11
207,15
208,12
230,102
210,32
32,37
175,17
229,86
399,347
220,9
219,22
221,31
171,41
172,21
318,93
218,9
398,102
33,21
37,9
46,8
42,22
43,17
44,8
45,34
299,89
40,8
41,8
38,240
39,8
301,264
362,353
47,62
178,12
212,89
211,22
228,111
335,123
205,56
213,10
179,21
227,31
36,7
34,7
35,12
303,26
375,57
215,20
214,38
374,58
400,1226
91,21
93,56
96,15
94,9
95,9
282,33
283,89
198,131
92,214
197,14
237,359
199,12
200,16
236,28
392,497
98,11
97,8
281,19
162,18
103,25
102,8
99,62
100,66
101,16
280,152
403,177
106,34
104,24
105,16
278,74
107,8
109,22
110,20
108,67
351,109
111,16
117,10
112,15
113,19
114,16
115,93
116,37
273,190
274,206
120,8
121,17
272,25
140,8
135,21
136,24
137,16
138,16
139,8
267,93
143,16
141,8
142,8
266,32
144,16
347,141
122,16
128,53
123,27
124,21
125,16
126,106
127,16
269,239
134,16
129,30
130,8
131,16
132,138
133,16
268,224
270,479
386,620
118,24
119,111
387,780
150,58
145,76
146,8
147,16
148,51
149,8
264,217
152,32
151,16
263,48
153,20
155,24
154,8
343,32
157,27
156,19
259,46
158,24
161,8
159,8
160,24
257,40
258,64
408,1799
202,12
203,16
201,16
234,44
410,2359
20,8
19,8
396,16
17,50
16,50
311,100
18,13
406,113
411,129
0,16125
