26,0
24,0
23,0
22,32
21,0
4,0
3,75
2,1283
1,1059
27,12
166,0
163,15
164,0
165,0
255,15
204,0
341,15
25,41
14,0
15,29
12,392
13,20
313,441
5,0
9,0
10,9
6,52
7,1515
8,267
316,1843
11,0
371,2284
196,0
90,0
238,0
168,0
169,0
170,876
383,876
63,15
64,0
67,0
65,0
66,9
291,9
69,276
68,369
290,645
84,0
86,84
183,0
85,38
288,122
87,49
181,0
182,0
70,215
71,0
72,424
73,0
74,935
75,84
76,12
77,23
78,0
79,586
80,0
81,0
82,15
83,0
289,2465
180,0
50,12
48,26
49,20
297,58
56,0
59,64
57,0
58,49
295,113
62,482
60,44
61,0
294,526
51,52
52,58
53,0
54,9
55,914
296,1672
394,4864
195,0
186,0
184,0
185,0
244,0
187,0
191,0
188,0
189,0
190,0
242,0
192,0
194,0
193,0
240,0
334,0
89,0
88,0
359,0
379,0
167,0
216,0
28,0
173,0
224,0
29,0
373,0
217,9
177,9
223,18
176,15
209,12
30,0
31,0
174,15
206,0
207,0
208,0
230,27
210,12
32,67
175,17
229,96
399,156
220,0
219,0
221,0
171,0
172,0
318,0
218,0
398,0
33,119
37,0
46,0
42,192
43,128
44,0
45,252
299,572
40,0
41,0
38,73
39,0
301,73
362,645
47,134
178,0
212,0
211,0
228,0
335,0
205,0
213,0
179,0
227,0
36,0
34,0
35,0
303,0
375,0
215,17
214,0
374,17
400,1071
91,9
93,41
96,0
94,0
95,0
282,0
283,41
198,0
92,61
197,0
237,61
199,0
200,0
236,0
392,111
98,0
97,0
281,0
162,0
103,9
102,0
99,23
100,23
101,0
280,46
403,55
106,699
104,189
105,154
278,1042
107,0
109,0
110,0
108,23
351,23
111,0
117,0
112,12
113,15
114,0
115,35
116,0
273,62
274,62
120,0
121,0
272,0
140,0
135,9
136,9
137,0
138,0
139,0
267,18
143,0
141,0
142,0
266,0
144,0
347,18
122,0
128,20
123,9
124,9
125,0
126,38
127,0
269,76
134,0
129,12
130,0
131,0
132,49
133,0
268,61
270,137
386,155
118,0
119,41
387,196
150,20
145,29
146,0
147,0
148,17
149,0
264,66
152,12
151,0
263,12
153,0
155,9
154,0
343,9
157,9
156,0
259,9
158,9
161,0
159,0
160,9
257,9
258,18
408,1492
202,0
203,0
201,0
234,0
410,1603
20,0
19,0
396,0
17,15
16,15
311,30
18,0
406,30
411,30
0,13245
