17,0
16,4
15,0
4,0
3,256
2,848
1,755
19,4
137,2
18,6
10,3
11,4
9,222
217,229
7,41
8,0
5,7
6,554
219,602
259,831
144,0
62,3
63,0
65,1
64,1
196,2
78,2
80,12
79,5
194,17
81,14
67,182
68,572
69,0
70,532
71,4
72,0
73,5
74,2
75,6
76,0
77,0
195,1336
143,0
66,104
162,104
51,2
49,5
50,4
202,11
56,811
58,13
57,9
200,22
61,72
59,6
60,2
199,80
52,11
53,14
54,0
55,0
201,938
276,2394
20,157
83,12
84,0
145,0
82,0
274,12
86,0
85,0
189,0
136,1
90,1
89,0
87,3
88,3
188,6
283,7
93,11
91,5
92,3
186,19
95,0
96,2
94,3
241,5
97,0
103,0
98,4
99,4
100,0
101,16
102,5
182,29
183,29
106,1
122,0
119,0
120,0
121,0
177,0
123,0
124,0
236,0
107,1
113,2
108,2
109,1
110,1
111,4
112,0
179,10
118,0
114,2
115,0
116,7
117,0
178,9
180,20
268,20
104,0
105,6
269,27
128,3
125,4
126,1
127,2
174,10
129,1
130,2
131,1
133,1
132,1
170,2
134,1
135,1
169,2
289,106
291,118
13,2
12,2
215,4
14,0
293,4
152,7
22,42
23,42
24,47
25,57
26,50
27,50
28,51
29,51
139,23
140,158
149,15
151,6
155,599
21,0
141,0
30,0
164,0
221,599
138,0
282,599
153,0
41,0
40,1
277,1
42,5
47,83
45,4
46,1
203,88
44,13
250,101
146,0
31,0
32,0
33,0
34,3
35,0
159,3
38,2
36,0
37,5
209,7
142,0
39,0
163,0
263,10
147,0
43,0
262,0
150,0
48,19
156,19
148,0
261,19
288,735
0,6114
